"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3912","test_login_valid","Tests","Tue Jul 08 22:18:38 GMT+07:00 2025","passed","Tue Jul 08 22:18:42 GMT+07:00 2025","TestLoginWeb","login_test","",""
