"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6973","test_login_valid","Tests","Tue Jul 08 20:52:55 GMT+07:00 2025","passed","Tue Jul 08 20:53:02 GMT+07:00 2025","TestLoginWeb","login_test","",""
